Id,color1,color2,color3,color4,color5
901,[43.29589124 42.10825042 42.02040455],[185.12202282 179.10216499 162.08629238],[125.68603239  96.93421053  77.98815789],[116.43850045 122.94882475 128.69794704],[183.26213558 155.40929879 125.20418146],
902,[95.46083645 71.36899971 52.65521702],[160.96515679 112.1042956   75.31080659],[194.29375755 168.64666418 147.44180531],[208.22696735 192.50685577 170.85017483],[186.2346153  147.96789191 115.17079347],
903,[47.23758639 45.46302499 54.91664009],[185.73857413 175.3848104  153.87532805],[172.24741768 152.73491734 113.59165565],[64.83971639 70.07906047 89.0122916 ],[162.92750495 112.86655873  65.11307789],
904,[204.83573354 194.58873059 176.10491593],[48.2796454  48.11419293 45.22335352],[176.86915186 157.15085325 132.8273041 ],[136.42848048 117.68564893  92.57100075],[89.52774994 88.13344862 81.39961858],
905,[161.91535581 153.02796074 138.63386284],[103.57140258 112.20616462 103.75076186],[193.00355135 184.75643682 170.06091097],[62.74261434 65.73557517 59.80625866],[152.55005308 124.29938175  85.6011678 ],
906,[41.8769987  38.51033102 39.26098081],[184.98634271 177.00402402 163.20103344],[142.25346219 117.26960247  97.87889808],[94.80112439 65.85051144 57.3967752 ],[167.48566831 153.25699822 133.26179222],
907,[139.28258175 111.01954428  90.6386373 ],[64.04246321 62.76145164 61.41951707],[186.20141428 174.19934641 153.09556516],[41.11012229 42.82615262 45.45349725],[159.21057458 145.67755497 124.60686171],
908,[138.55363851  89.25935717  77.73897315],[214.54451317 197.90318474 184.60346642],[180.0531806  138.4295384   95.13474693],[64.11054638 55.86526244 49.96329782],[198.26286096 160.69899995 127.11905724],
909,[76.20742141 44.00554401 37.78041958],[165.72814932 136.23376266 110.89730698],[123.91343938  92.62261818  67.47968074],[188.04405576 178.07097811 167.76911743],[49.3539526  35.35506274 32.93000981],
910,[94.57887439 71.31719922 55.08451503],[42.81887276 37.74777463 33.76929511],[177.95676359 169.77926675 157.7968575 ],[154.39291604 120.20291102  92.07815301],[195.8626128  188.65688804 179.45760713],
911,[231.49867491 214.98616019 191.87926973],[33.99407635 21.6766297  16.9222564 ],[99.80579719 27.71352165 23.91153598],[80.9995677  64.1991181  54.87538187],[165.25065975 110.85057785  91.43243243],
912,[155.50331525 150.25913201 142.66612417],[124.09318189  96.28949187  86.21830584],[189.0634633  153.48577521 129.20819373],[39.75929446 37.84244728 38.43203218],[158.89906801 125.79972331 109.09388379],
913,[172.37005481 135.18717231  79.39090801],[201.6668737  176.99833361  95.19655815],[61.16665617 54.83863651 50.49814126],[184.274758  162.1306244 139.0330284],[214.59030904 209.42063207 192.64578053],
914,[132.91696012 115.70491101  87.33525269],[32.48769974 35.27652604 44.04767789],[105.02328503  56.51511852  41.8121004 ],[166.95413431 171.56812085 150.27477999],[163.63145651 146.07989935 113.88038834],
915,[175.08466273 150.47167441 121.14621279],[195.30611022 175.32128594 148.2581869 ],[121.31861854  98.27473384  72.87094261],[219.45043213 210.36807321 189.804101  ],[151.32476989 126.30622338  98.54512983],
916,[220.82656955 196.67201823 170.52415638],[207.70006702 168.62242796 136.91975477],[186.66957396 132.07956125 103.73659936],[137.01229405  67.37680856  54.92017228],[184.82159073  87.79536591  60.51149081],
917,[156.32698689 107.03156629  90.70254687],[199.97567529 193.17546963 180.83031301],[48.08147346 41.24171181 39.61776815],[135.18001352  80.43685084  69.42853338],[181.38586078 164.14693519 147.77472401],
918,[184.04902209 156.41192177 135.59403244],[143.0313186   94.68763719  60.30095641],[213.39360728 200.43424198 181.15471952],[81.61643053 59.36414534 43.45583867],[164.0279089  132.02894513 105.44840767],
919,[44.65114318 43.16004498 44.9805566 ],[155.51877178 141.69138094 127.27136857],[201.65166099 191.71476062 179.5772696 ],[130.50496461  50.06188557  27.43875344],[78.3730957  85.7753418  94.71203613],
920,[197.9047175  170.63144846 146.5516559 ],[60.83529611 52.32221279 50.17804174],[150.12611799  84.33201362  68.5445967 ],[208.66218012 191.47730293 175.78571735],[168.73730336 136.13102172 115.6243536 ],
921,[75.7657546  69.97584969 64.61061097],[123.46093939 108.07320092  96.51578725],[163.4904028  140.50793599 123.89697199],[184.78887775 170.86431857 158.20852745],[207.9402341  198.08418387 186.97250717],
922,[200.95303426 189.47213289 166.44956389],[63.40722387 62.91597842 60.04081048],[142.60346877 109.00807749  90.93779285],[173.11927056 159.82094683 139.95465558],[90.77670537 87.61030057 81.01489583],
923,[78.38121473 69.39694317 59.08153019],[108.50303615 101.45012338  88.81072846],[48.16333725 45.69048982 42.06564424],[167.17162854 145.44104073 115.94177613],[208.72610015 203.23520486 186.28103187],
924,[156.91810367 123.17072154  91.41140922],[222.00839151 213.05063841 192.45598679],[189.50613769 163.89211592 130.45061377],[139.83814276  58.45084426  42.58237719],[76.30297817 51.45572161 43.38053256],
925,[186.61250938 182.01357343 163.07455153],[146.02458933 155.14535403 147.74409008],[33.96404107 37.62991374 44.9291453 ],[117.17604661 117.51895009 116.7256592 ],[76.68611045 78.52508453 76.71083638],
926,[165.90226276 165.53928707 154.58977968],[32.09970911 37.36140138 41.45077384],[134.70077922 131.11097993 122.08491145],[53.49635508 59.57970379 62.00341423],[79.23614677 88.61474211 96.1332835 ],
927,[167.20825738 166.5602034  153.37263744],[70.57741639 66.10671985 53.24050322],[104.55999639  98.09725731  74.22036268],[138.30643961 133.55549971 109.72050102],[32.30954289 36.13531337 34.5876657 ],
928,[174.85240685 171.98431968 161.12919407],[165.40737089 135.95770691 106.49714924],[52.92376991 46.91572792 44.20183247],[124.70262534 132.79147632 134.41597756],[107.56246283  83.65445895  71.77281122],
929,[176.78904837 167.8246304  147.74260083],[131.74391179  79.63859897  59.29131042],[158.14893717 143.26799765 123.54860834],[139.67064894 114.49680994  92.92544673],[88.58158617 56.98284359 45.67805099],
930,[213.7893262  198.31958532 169.35411695],[ 83.18792421  93.73455803 116.10055295],[211.6805991  173.14067612 127.10910237],[69.62648402 65.39042922 69.29209132],[154.53804397 116.63329076  96.58238299],
931,[145.76661047  60.64169152  54.41781222],[51.1313147  36.81450218 31.53679754],[105.49942452  53.88927254  45.15202123],[162.92699785  99.55766346  82.26109591],[196.21668688 150.6807538  121.64993625],
932,[52.21304537 49.2465509  52.44476256],[211.81129534 203.76038707 196.08206666],[144.40403302  50.60526591  45.16939191],[170.2022718  147.66852588 141.3728097 ],[ 94.93450726  97.90326691 111.87295335],
933,[199.25807486 150.20024922  98.44730673],[72.42308517 58.68781155 38.36782441],[235.99236722 216.46739475 180.83649857],[138.63332376 109.35816649  66.74050484],[157.32049325  62.18649442  25.49671169],
934,[41.74533065 46.02419234 55.51263766],[ 90.28444137 107.93684211 130.18984303],[175.93077673 156.89766818 141.97095385],[61.68452318 71.8695912  88.6020774 ],[141.47682869 104.63235645  85.58708601],
935,[81.26808797 69.34711756 83.87287876],[185.53934798 128.38461538 104.65955875],[210.96229928 191.60164068 166.48423319],[177.98578936  43.04511484  59.25902752],[40.86024664 39.65580342 46.65000459],
936,[82.56245528 65.45630175 54.48681386],[126.07138076 114.71997404  90.73031907],[159.4005215  144.14532494 109.72979992],[185.5949641  191.22186158 188.11170126],[184.62842959 167.60837379 132.96039365],
937,[181.31214217 181.8780177  164.28572399],[80.46373747 71.02512701 56.15996155],[172.73002404 148.29393057 116.78655845],[ 62.63964237  85.26026671 112.95499318],[134.62962263 114.94570948  84.48341805],
938,[221.85081027 211.30502124 181.23504586],[53.2829378  49.32781713 41.57926891],[194.32874783 169.63644118 130.73648722],[167.20319564 130.60472888  89.5009688 ],[107.1047136   86.30974045  61.04217631],
939,[117.74958973  75.68979161  48.22660342],[145.80349338 101.82310034  62.58252705],[168.09037777 131.31862629  89.71589135],[65.53321065 47.14969233 38.05762264],[180.09981387 155.81996277 119.16590429],
940,[224.53248638 216.88845685 196.03223552],[164.28966614  82.28521463  58.59984102],[189.23635141 199.27447984 187.78429215],[57.03431559 66.42883599 64.97085898],[200.47033855 167.30661007 127.53654195],
941,[67.08818412 83.54567931 93.02298465],[205.01794389 169.59611381 131.80750801],[234.45126116 225.18936153 201.44960457],[ 81.42159333 109.10955341 138.69147718],[154.42038607 103.33563052  73.97131517],
942,[115.56960992 117.82318699 103.4117023 ],[41.01775482 39.13953436 36.42601408],[79.89289741 70.27145184 59.50048019],[184.53719897 178.67714623 156.70344923],[152.67184846 149.60402142 131.87183552],
943,[81.91519476 86.18175858 79.37713074],[144.81145412 124.69480769 101.34125728],[170.7875754  149.74188174 120.78668065],[184.99919111 183.73186011 168.55280187],[143.76122151 146.62571933 137.42753012],
944,[44.21752837 48.17576165 58.65593099],[145.63022548 123.5509659  100.16951363],[170.34750497 165.17339632 144.62715105],[61.81394202 71.68060321 86.08653668],[ 83.12128003 100.11725933 113.16964374],
945,[186.47919927 154.99419954 124.4689203 ],[204.45121951 186.60682688 164.37458154],[149.41629068 105.78829326  72.7854201 ],[173.11956592 126.26286335  89.68819751],[126.52648315  78.88931286  59.1292208 ],
946,[193.25558367 162.13430678 132.9706867 ],[50.71661475 42.08955751 41.2026421 ],[133.98116116 129.02546789 122.47214257],[114.96728883  77.3305088   59.06584221],[178.7133337  178.02135821 169.70247523],
947,[172.19167936 142.26212835 112.15996315],[146.70129445  77.91469769  52.98358184],[122.09095281 134.53302734 138.70490116],[36.26827461 39.05206618 44.38413731],[162.46450958 164.86721981 160.10991755],
948,[184.26197702 157.22961776 123.50121049],[ 65.51854641  74.76248756 100.5008742 ],[55.23352988 47.97035647 48.0728759 ],[135.30274     94.30372561  70.65539129],[207.45038395 198.20974364 179.2369587 ],
949,[50.70596515 48.80920465 49.53556747],[206.10540076 201.33475756 189.83156213],[130.54317929  98.01288976  84.39398664],[186.65445476 162.77223942 135.97813897],[241.19022735 237.12983515 221.76010128],
950,[84.50013297 67.44907108 53.88894799],[215.32001633 193.84469929 143.65572041],[191.91094857  54.36473935  52.45152676],[223.79973346 193.2144761   61.52809495],[182.12436534 117.91330458 103.43140252],
951,[78.95917931 67.69195529 52.82448885],[175.64557146 137.88203029 110.6189566 ],[198.69900776 166.28691684 130.30819158],[108.07179052 113.17214036  99.07408036],[164.76078719  59.80748075 131.6082386 ],
952,[196.16682859 192.53491727 181.2955161 ],[186.93096443 161.06300487 138.92177556],[163.10675511 128.42035887 109.42441251],[25.28587685 32.50299659 40.38927804],[127.13810428  85.38530743  80.47790273],
953,[57.01377179 43.4394454  38.23895526],[139.48757045 135.26943955 132.20022128],[144.57052709  86.18210223  74.60559152],[194.81903616 183.18712528 169.86200029],[176.40356977 129.41827641 106.45065163],
954,[195.3023622  187.14620269 162.72049784],[101.45709833 104.06133218  71.82922652],[183.95648064 151.34302306 111.9730916 ],[213.60195346 161.9337087   59.14681988],[55.51911343 49.91327249 40.20490222],
955,[40.97767322 41.47752618 44.00323478],[127.61122499 122.91930594 121.16069521],[167.90511328 163.21461235 156.47457909],[89.28974208 70.81078425 65.9514949 ],[197.17627905 192.18448637 182.25671677],
956,[237.109714   220.62204142 203.80670611],[65.09660963 31.62384419 30.58746944],[162.69141303  37.04923409  31.03851538],[173.736314    71.66336335  72.41910722],[195.92176488 147.51134143 122.11578324],
957,[167.77638739 120.05099307 110.47589846],[145.80921929  75.78045564  66.25923261],[50.46264238 50.94259614 45.8487087 ],[90.14303547 85.05522555 67.43644542],[189.72830987 184.5871344  182.73454825],
958,[202.64611314 197.22274309 179.05518967],[102.66841436  93.64367425  69.78448863],[153.66550584 135.34877528  98.05671476],[60.63351806 56.44122364 47.7326188 ],[177.39616913 174.40218943 154.76111761],
959,[57.25556625 57.57126168 54.50652831],[121.4990576  125.41784553 117.44810588],[94.63155028 98.47473678 92.27556578],[137.0510379  147.46291712 147.85559364],[169.87440773 168.10345384 154.74750489],
960,[83.31352006 77.52724966 98.82371826],[190.73937046 178.89095599 161.47018592],[66.35185609 58.92248756 70.83648061],[159.66589903 138.65164981 122.99632975],[147.89863283  85.53916459  78.01582446],
961,[130.48344106 153.82618498 150.8624269 ],[86.20772235 72.92425024 69.53525901],[159.35984673  61.16486298  49.50399443],[190.88204573 100.91268072  72.15909815],[211.69259781 192.08583632 155.14977053],
962,[209.23997271  40.6487701   23.52917485],[57.62926306 69.8886716  58.61733842],[223.33010814 197.00374692 169.01674255],[103.33183811 126.27884615  98.65696466],[ 52.73686435  88.87621496 121.98834343],
963,[221.38055459 219.53332752 209.32455528],[240.02493966 203.21019246  73.28259793],[120.99781166 119.0872287   91.76626009],[206.81982581  87.585365    64.84102277],[187.56333803 163.44391922 144.32292472],
964,[182.46563838 158.59701776 134.03964802],[50.10010477 47.61854067 44.49883403],[ 86.64875466 119.72582859 149.5907776 ],[197.55050505 189.51064701 174.91081991],[148.77138254 118.36364899  95.81210589],
965,[224.86241537 216.17759636 194.36362525],[195.66638964 135.22058176  89.91030718],[138.27775537 100.16128772  62.66590689],[208.12939522 174.86175574 136.14459291],[73.01905071 69.18720572 48.98038101],
966,[49.47835688 50.13396377 50.03947921],[ 95.94833564 113.56926144 129.83027046],[172.08805315 131.19140632 115.63789963],[189.03157226 186.52143869 179.9976569 ],[129.13715351  95.35849057  82.65320289],
967,[43.19340271 33.09963683 32.49946371],[216.46277491 202.36576772 192.69200747],[159.09176158 101.18420735  94.43470037],[185.15509115 159.26669631 144.6026975 ],[96.02972852 74.06451933 65.71894387],
968,[219.57739456 222.77976314 209.66611261],[85.11841489 89.36522477 75.83821119],[29.13543115 36.64232506 46.98592111],[175.34612382 157.56583542 134.90780987],[112.40568432 139.05883334 146.00265745],
969,[214.24749755 202.34021357 181.88812442],[142.90183398  87.98615672  86.14914364],[175.44081349 151.01074222 122.22541283],[49.67009623 47.07509214 41.51893939],[202.74503292 180.05418633 152.28768281],
970,[200.28862022 187.61929108 162.74562944],[39.66248504 34.26520441 31.43830789],[130.88035463 101.91156074  83.59164326],[173.14924215 142.44742809 118.753103  ],[111.80541314  46.32386495  43.52598032],
971,[160.86139567 109.90767553  75.41634765],[183.1016825  145.38934811 107.24363935],[66.64181693 51.13972086 40.75098069],[113.0674087   79.27788894  55.91641654],[211.07657777 184.65208608 153.54628994],
972,[155.36683508 126.01285637  98.29664381],[59.6988207  57.5085799  45.64490502],[136.4533252  148.60505937 151.05580326],[91.83518658 98.36382131 79.75007664],[196.32179639 197.71216163 183.95927739],
973,[213.56717738 204.4065692  198.78526604],[31.28419011 35.12800333 28.57127615],[138.25507612 118.30343027  86.18144352],[101.615789    73.63331254  50.21803439],[179.26403743 154.92897727 132.11759135],
974,[178.88258167 165.55626441 147.65109781],[61.32913617 55.83700585 53.21386223],[85.66161725 92.81671888 90.7922299 ],[145.29741703 134.16702267 118.81395119],[129.99193516  78.83015444  73.66409936],
975,[53.85111625 52.08536402 45.16207446],[153.16066285 145.94910027 115.47388932],[182.00468554 178.05668355 156.38055693],[166.40531566 126.30027225  60.4219927 ],[126.97058906  89.21602505  53.76426515],
976,[41.96807104 37.21105284 36.08243356],[139.48444113 116.42639238  98.40258447],[192.39950352 180.19588214 169.48504072],[90.99108781 79.222346   68.78826999],[155.65573039 150.67170582 144.92014002],
977,[124.83619167  91.04715096  59.85436419],[191.17194397 168.75596955 127.90872754],[151.76722876 115.69861566  84.54057155],[62.31701001 50.98272872 40.98732977],[173.05774636 140.13610425 101.02144621],
978,[159.83332161 135.66597525 111.51444944],[46.27686173 58.89778705 49.69334347],[107.87978941  94.33653115  80.25159403],[203.992329   206.69806094 202.64074153],[104.40619089 136.85906784 155.98184214],
979,[178.61779159 161.18211278 141.91364518],[143.70988889 132.30716667 125.25422222],[195.50774536 196.87175893 193.87201711],[160.66411503 171.07334913 173.75112829],[68.8848349  65.36027313 66.6049735 ],
980,[128.27400067  62.2904157   50.2742135 ],[190.09221316 168.00419418 136.26134308],[53.19222559 45.47519942 42.12526682],[209.53118188 196.07689513 185.43321628],[149.50900787 124.73440389 103.02029942],
981,[212.78181374 208.56802664 206.49211053],[37.5690151  42.81078405 53.76322861],[172.20808828 144.07800279 131.24325471],[63.04768657 67.21222294 86.54682124],[191.16059686 185.57789498 183.97262743],
982,[204.05583644 200.41558226 191.17585302],[172.62992607 156.5689889  139.91220463],[57.9257384  51.80863038 50.59138073],[147.00859316 128.39547529 109.861673  ],[99.94298732 83.23985046 73.53998481],
983,[139.60931081  71.06236662  61.79261265],[165.31497712 156.2644846  156.93321958],[51.93579424 45.12152297 47.31170679],[104.36930419  96.0367149   97.41733374],[182.85096859 184.54418844 189.69410038],
984,[148.90183878 133.57228087 112.00254026],[174.44688876 170.72952394 158.33162309],[122.0840201  106.82671319  85.7173757 ],[46.89905814 44.19376421 40.92627476],[95.17177566 80.90851919 64.80975291],
985,[126.88328368 112.51320994  90.16291449],[152.52225765 136.32775684 112.89374301],[40.38611015 47.51103829 42.73111418],[186.56123661 184.03864088 171.38492118],[56.67535879 74.58830045 62.83301951],
986,[166.18132254 139.96855722 114.33864101],[192.32536998 168.4934226  146.79020437],[125.71947631 104.84191319  82.81636749],[77.22201445 68.83674741 58.75642442],[212.93923459 216.89934755 214.0040705 ],
987,[174.08665646 164.10595998 152.81796656],[82.64659431 68.80530595 58.70171549],[135.08955224  97.51680797  81.93214508],[42.9230698  39.64278326 35.82372285],[155.10588127 132.10408159 112.74262246],
988,[150.89854737  73.49264039  67.23899917],[161.93707019 144.59598661 130.40790671],[193.59630772 179.42648609 170.55310097],[126.90110435 117.33105621 107.25313252],[72.0521787  62.94966799 63.87642922],
989,[ 92.32665248  95.1927374  109.95067477],[103.86004801  82.2015775   70.28072702],[129.96272877 123.41595048 112.95776373],[58.7402067  54.49645774 51.27908818],[150.08060578 144.32589556 134.00385331],
990,[56.40671513 54.90906394 57.04484992],[151.55491232 131.26531169 123.73024163],[110.1183964   99.22255526  97.26804046],[183.18613922 182.65534317 182.40688496],[179.5663494  159.57473589 156.11835834],
991,[104.11669228 102.93087303 100.79225893],[195.02747892 185.38575894 179.47081274],[243.01925413 240.64622281 240.34076909],[153.25352046 137.18006332 128.57159059],[62.28433389 65.89286419 68.21601826],
992,[150.07009282 109.70213972  79.42485589],[114.16568365  79.89316354  56.66819705],[207.60213759 200.38747554 190.23784435],[63.77517039 50.69395983 40.14578851],[168.87164662 129.08151171  96.25907718],
993,[180.97846054 172.80375447 166.70465736],[129.73312956 100.44690064  79.31524844],[156.03720865 131.39072071 106.72156153],[89.45732446 71.53730863 66.09922588],[41.29541655 34.32562698 30.69772269],
994,[208.29406077 207.43508287 201.33770718],[100.84555976 101.28897142  82.04527279],[37.80982167 36.9679709  33.72065478],[173.99229722 148.81643645 137.6870964 ],[150.244916   125.47518923 107.94332665],
995,[189.44049885 179.3985275  148.15491335],[ 86.54144359 110.9634364  150.27402208],[92.25048268 65.96963618 62.00484192],[242.50571291 246.30571291 248.37849256],[147.53525103 119.82446971  82.27933771],
996,[138.09843258 152.25762527 157.95679012],[174.8664961 155.7690962 132.4880929],[89.09590622 61.76385933 58.4187917 ],[163.45971734 173.57064019 176.51732755],[137.68668557 119.01181032 102.75151667],
997,[134.42312015 119.3180091  106.20727857],[42.62688653 39.56817302 39.46487079],[117.00034739  56.61517289  41.81632462],[194.75233272 189.70524126 188.08531934],[66.43119757 65.12365399 69.68385984],
998,[154.71033105 137.69945459 123.02597032],[91.62759114 61.91235803 53.85374474],[46.06719016 48.21414658 44.8471999 ],[195.57368238 203.95807764 207.01734343],[119.57537362 107.16699155  96.36874594],
999,[138.4543989   73.38394483  55.90321521],[201.21985389 194.36215851 186.16539996],[174.85947171 158.68855695 143.19284566],[56.47622516 48.90732841 45.26102036],[129.7912402  113.27455048  96.99958506],
1000,[183.7581493  161.07934768 136.43728524],[147.24256469 122.64803708 105.75550213],[96.38683579 86.79924836 80.37871907],[59.69860614 57.29966695 52.1070433 ],[34.48781398 32.74218213 28.05924256],
1001,[94.41682253 59.63942678 51.77170206],[211.88678912 199.82691628 185.80360297],[38.99811738 33.45445505 33.99772155],[145.61128546  72.91048414  58.57594223],[168.13222767 138.44991482 119.28594277],
1002,[161.078176   161.01296067 149.10203758],[76.17171068 74.70641976 60.13096769],[133.35301742 128.17913125 110.46893652],[103.29348287 104.43823381  84.89932303],[47.80642645 47.50626541 39.16813447],
1003,[138.50753801  92.69661894  71.18908093],[147.88553272 139.13259062 128.49784246],[ 97.25343885 102.05466937 102.69280328],[64.47585132 61.26528135 59.21878478],[181.81705462 181.4680802  175.96068218],
1004,[183.24108979 165.52627782 142.83215656],[142.48448687 112.32005596  88.99818945],[175.89994904 131.88744829 103.84294622],[110.18521997  87.99237882  70.97244094],[59.17843236 51.16097224 47.23590001],
1005,[133.5229431   89.91395433  78.39557811],[217.23290851 210.43439539 202.85352754],[72.02239485 76.88283881 79.43757221],[163.74167244 155.36913096 147.92899454],[ 98.28711594 112.69780077 121.99902008],
1006,[143.56609006 110.97149547 113.72788853],[56.10346471 49.60658628 48.83988626],[214.50733496 211.54250517 208.04626669],[ 94.23754999  97.0543918  103.63225379],[180.01881868 144.21291209 145.19450549],
1007,[157.85443083 130.80573068 124.76188284],[43.45093175 40.12617251 41.48665944],[118.49335095  92.79185381  92.18110964],[205.96323333 196.23723396 181.59112625],[186.65160845 165.45899406 153.31309829],
1008,[92.65049533 92.31597972 91.43856931],[224.80894725 222.75503657 213.37688793],[184.88986274 181.71731437 174.90411774],[59.23065768 58.82644029 57.96087731],[138.62591996 134.24718025 126.83908897],
1009,[55.91141154 52.13536628 56.76768746],[99.91008016 83.60215143 75.95236117],[181.54958219 166.13759851 147.5861748 ],[130.48896753 109.92412573  94.16931203],[162.7620831  143.70472371 121.48864118],
1010,[159.22422441 155.36931079 151.15084525],[227.98217743 226.42692746 216.46063655],[199.35698101 196.82434648 189.78188383],[83.07807699 81.73929152 82.24941262],[252.7568654  253.08432218 246.86798082],
1011,[204.39313385 176.31729953 155.24516111],[115.83284626  93.9809107   81.45110347],[163.01107977 118.62756518 109.22380216],[210.18855984 202.91282908 193.71320165],[81.2380819  67.35258529 61.81031875],
1012,[187.12645628 173.083419   162.62967722],[152.84559037 139.10115076 132.60337492],[69.43424504 63.88569377 71.78556263],[110.04442608 102.30478581 108.10782382],[230.05918825 222.86837649 206.62047361],
1013,[68.91581847 67.39550011 66.0955843 ],[124.09115282  96.44112188  85.41101258],[233.60825686 223.54442382 203.7511249 ],[164.88372947 153.6843303  135.44452873],[210.19501441 190.65753773 165.74283534],
1014,[69.91892289 64.36639893 59.66700921],[117.67917643 106.80903917  96.18242384],[143.32594737 132.98891228 121.63547368],[87.16000821 83.91351633 79.24582893],[48.08580795 41.30705089 38.20143013],
1015,[134.34177215 128.98645206 125.27961338],[174.42962691 164.87817598 160.41053758],[223.61479292 216.37208847 206.19041539],[67.60890894 66.85878088 65.50311281],[93.0496679  92.4230841  90.67747873],
1016,[179.53841162 152.96262895 134.32877571],[224.70779015 218.2233713  202.18449352],[141.89943943 122.34053661 104.03102401],[90.11090979 72.26212046 64.9284577 ],[198.65056971 184.10528862 165.59558744],
1017,[168.928175   163.06629048 152.60429775],[197.2769361  190.49051578 176.88989992],[138.38127075 133.31213873 125.91034659],[118.6390058   90.56126419  83.66767252],[64.09177711 59.44076291 57.29202888],
1018,[126.65473784  99.79388361  82.85620887],[194.52540959 183.85459094 173.1178338 ],[74.43955621 61.10605811 52.80567913],[166.15194477 134.55880453 117.81111665],[180.53136136 152.06213503 137.73829779],
1019,[211.02593552 187.76708152 154.60161209],[165.78099251 144.55682942 125.39523989],[80.0930321  71.40206907 69.58674882],[229.75790902 219.734087   204.33918784],[116.77714362 111.04014231 110.21277324],
1020,[217.02981618 208.80575761 188.14810082],[99.29445905 89.81258991 81.98263803],[149.11149017 130.59392058 115.70094159],[56.22586072 53.13214765 50.94081596],[185.99145884 166.35308933 142.11599004],
1021,[59.01885767 56.0670987  51.08462808],[161.05002065 155.53772884 141.42461115],[136.1763754  132.57596188 106.61374056],[ 99.64743648 100.51828074  77.41715646],[209.51629198 199.82822776 183.74377954],
1022,[178.89545344 178.193168   160.87869473],[38.85775695 41.63515329 37.26744082],[175.22274645 165.28607721  91.09980493],[ 95.47378737 100.02023711  86.9391612 ],[139.44525889 139.11475359 120.8143481 ],
1023,[125.4257168  125.85144956 100.33620318],[178.22382569 140.21842363 122.4092967 ],[104.35057533  93.35450048  83.31006022],[213.55211088 202.9104834  170.63230973],[69.39174681 63.67928561 59.1456775 ],
1024,[104.94544877  92.18832691  81.20378243],[207.62794339 197.63505135 174.16861849],[141.89288875 121.31444568 104.90004618],[171.80632079 160.09630707 134.17084161],[68.28950096 59.97943052 55.26345097],
1025,[226.58391544 219.50778554 202.74236034],[161.75605517 127.11252523 113.69841893],[76.00116356 64.68013808 60.66411977],[189.57201013 161.59449068 148.55825945],[113.9719885   92.36190576  79.77499649],
1026,[184.13274966 171.644487   159.17876881],[226.05521067 218.34379795 211.23848696],[46.92029016 47.24669797 52.60015095],[130.6271442  124.25366007 121.55460258],[82.2239998  80.74433558 86.01354868],
1027,[221.61227774 191.31080975 140.5884327 ],[90.88554047 94.3196084  95.93670682],[149.30830927 119.83656355 132.19654476],[133.50677329 142.91783708  99.18953878],[58.64554897 50.81148596 56.02884368],
1028,[44.28791441 42.29234266 44.18445803],[100.43939912  78.84542655  70.04257768],[136.90831789 123.7986794  108.4863902 ],[173.11841481 155.99008068 143.95344091],[203.80733872 193.84189253 181.80979553],
1029,[121.83747578 138.91509394 147.37267251],[183.56028175 135.89194059 126.17887955],[ 77.95350227  89.69328421 101.08627471],[212.76037422 191.71669396 162.26293207],[221.28639875 214.45271149 197.37790991],
1030,[211.85213738 168.01518685 110.37311945],[167.14459914 152.49604737 138.53419747],[205.80746343 191.00066737 174.58417218],[100.00603801  83.03375346  91.8054639 ],[126.42243587 104.86954359 115.69360668],
1031,[53.01452112 47.51965202 48.61447507],[ 85.57153874 100.53835137  86.07816244],[224.13254398 218.19030816 214.56747432],[166.89159756 155.37249396 162.56825339],[197.08005593 191.93864634 188.78006795],
1032,[205.76504581 189.56374207 113.19515504],[68.215739   71.09827997 77.9035466 ],[227.36730115 215.51343443 187.82130436],[187.495853   156.21172616 132.06658113],[143.08257875 112.87516446  91.96617909],
1033,[209.48792614 138.5275183  106.7507343 ],[56.51601269 69.58401773 81.95572068],[233.53520097 227.6955876  194.80435528],[162.87105774 168.38373685 119.09659587],[135.23492677  99.9114564   82.196714  ],
1034,[28.79199229 31.05941851 27.78315633],[131.7911972   63.5612487   37.40175072],[222.86485689 209.80259664 192.4487066 ],[185.72582031 130.02473802  96.91101185],[103.05293476  50.04136581  28.77911492],
1035,[167.54601552 148.76112693 134.9327358 ],[100.64074475  89.55759851  76.49818069],[210.6926921  202.17736216 187.35827025],[126.60185772 113.95653602  98.18004832],[191.77712223 179.90379032 166.01418374],
1036,[190.47830065 174.49278964 154.18951767],[ 83.24221339  81.42710404 107.57902584],[166.24370225 160.0210287  165.29592297],[212.75868773 205.83415943 198.24717255],[143.34667581 134.74940027 130.62859836],
1037,[66.179019   66.19821042 78.97899236],[209.14680881 201.72605387 186.83067537],[124.58716543 123.99696872 106.80651403],[192.25887834 105.73495069 123.11900296],[190.27630714 169.24254556 153.91694054],
1038,[ 62.38874333  74.83061404 108.44499095],[225.4920284  210.70235109 174.71246971],[184.18581217 133.26293161 102.27641184],[101.68407547 103.92343396  97.08664151],[67.02416343 71.00724141 77.16342709],
1039,[171.63920917 108.69890239  58.33921956],[216.10241538 200.80137575 147.37909794],[93.16196509 77.06926124 42.88663968],[115.52709883 135.85276785 106.54893247],[198.3300119  176.62871802 123.35849197],
1040,[139.86629785  95.96391541  81.63619167],[79.83200453 79.09118634 65.36570383],[ 80.77676218  92.87365494 114.55949704],[211.45233524 199.84110748 182.57403186],[175.76224449 136.4096597  112.84906479],
