Id,color1,color2,color3,color4,color5
1041,[166.18270731 143.26525162 101.91877363],[209.63340499 185.51819587 179.33893351],[ 98.60999468 100.3081852   67.19232571],[ 95.03788605 118.85583544 129.6247712 ],[131.17588362 107.53645343 118.67272544],
1042,[189.03049071 154.56481923 138.00370547],[137.76265074 146.09595612 112.02376679],[176.24420422 101.84240688 101.91104454],[59.80912951 54.70477707 56.60276008],[195.34279382 186.25406884 180.55282222],
1043,[115.81866802 133.83744083 114.61527482],[191.84036026  81.7014917   87.29873346],[187.97918084 162.34905161 139.8611426 ],[214.58601672 207.0666557  185.35632595],[55.63540234 52.12316905 54.25335168],
1044,[81.25330813 74.81635161 73.63676749],[220.04038614 216.73007508 213.71464814],[187.46280309 179.33323324 171.07587018],[128.82066288 122.51457431 121.95267571],[159.1330621  152.06856531 142.51466809],
1045,[125.6406133  124.62771549  87.51964696],[209.25924679 203.49413002 186.66067747],[39.21190786 48.61811286 58.74086105],[113.51551978  79.95049453  52.41666667],[175.34627313 159.0030478  136.91086515],
1046,[73.52739596 69.49166622 99.99319498],[106.37998732 103.11646952  94.67253977],[212.76682199 203.51241878 192.4526975 ],[159.79823566 166.01401017 159.02057545],[187.07472767  65.50740741  77.44335512],
1047,[48.6942111  44.18856316 46.34718174],[210.69114896 199.68436874 181.52132599],[157.10558747 137.52960982 113.25963337],[ 66.35123424  76.57673078 101.6761367 ],[192.08746272 135.95974855  90.62991116],
1048,[118.40404513 111.99508973 116.79353481],[177.94498138 136.5477874   75.63528723],[80.68178231 84.10256177 79.35585504],[181.37917419 173.30011676 165.69718714],[165.75529316 124.39802339 129.25494152],
1049,[178.037138   128.32871084  99.36268816],[113.26188106 120.24742469 105.33074359],[103.12470009  87.02009638  69.49556034],[50.26636449 46.96553669 43.68437181],[193.57127312 178.94815794 160.69986787],
1050,[136.36396706 118.6861767   96.76230722],[184.24964139 178.45969207 170.33616238],[82.88048189 84.23977292 72.3766684 ],[155.34131326 148.44011349 153.37358837],[47.99001594 47.52437424 45.6048561 ],
1051,[159.5664566  131.98181037 132.25157548],[55.41256524 44.61853988 45.09584571],[195.66050607 171.02965438 149.16713654],[106.01342218  96.4184674  101.21675393],[203.93504253 192.60357941 188.06735775],
1052,[116.87119896 104.63551107  92.91812182],[55.8826087  45.97383632 46.11641944],[85.97898083 76.73961362 67.79983737],[179.37126557 166.91464742 154.15788413],[131.931202   135.53396253 126.3201422 ],
1053,[122.39424669 118.67813535 113.93713783],[50.63019749 47.54474171 45.45115284],[90.25194515 87.22036914 85.43717944],[165.50515917  99.26004391  87.63809001],[196.20945052 184.91334996 158.3598543 ],
1054,[196.26657757 177.04192851 164.31909532],[160.97913542 121.09382346 121.83585932],[105.11374842 119.29415587 102.03952146],[73.73076235 55.35191482 55.64191124],[133.7782484   91.18318103  96.74157884],
1055,[158.65235141 148.21631939 142.84110068],[56.74536262 76.39579845 93.61501138],[26.75711067 28.26809349 29.84932061],[195.77182816 181.58091871 170.42611266],[173.34032682 104.91685138  83.12490335],
1056,[166.20117222 104.26170742  86.87863359],[42.48939462 34.78838674 34.39130295],[203.76337011 164.48798395 145.98022066],[92.03434844 74.16159693 54.3973096 ],[223.94797479 211.06771483 199.66011291],
1057,[206.39729713 175.34417819 151.97943648],[155.33139855 132.54353272 124.63371418],[32.27831187 33.02129037 34.83957392],[193.04560086 190.49435418 183.34735847],[83.84745491 99.51818838 92.70374349],
1058,[205.97140008 163.40083839  87.29210122],[151.2716768   91.74270307  72.64144483],[227.8052672  208.01054247 196.52360948],[47.18028072 40.6298194  39.51959983],[75.50556754 69.00355623 87.70471638],
1059,[101.45056455  71.24422008  76.82749866],[55.49379264 48.60955044 51.41078768],[120.53752748 116.10143914 101.86677993],[159.65244073 151.3330079  135.25758562],[184.94699072 174.87711808 138.89555698],
1060,[ 97.93641081 103.28600935  77.72300106],[ 78.97117592 108.56690924 133.36341476],[39.8350326  41.0206975  40.16094167],[189.13737926 173.55556771 128.97665391],[150.73046138 135.56447038  95.60600526],
1061,[152.59186913 156.64991717 146.47252899],[ 82.18033314  96.15580012 109.58943486],[207.50765404 200.59959398 190.88689943],[183.98561862 178.96881237 170.84734476],[140.83517072 110.51466338  89.97752328],
1062,[125.93901906 106.41777409  85.67122749],[52.12043302 46.21414073 44.77598106],[195.74133627 166.40164616 110.22382891],[123.7215236  141.24015205 146.33973808],[203.03194624 194.74497673 178.38739483],
1063,[219.5913296  197.84833547 177.24679249],[180.91592275 159.99681181 156.36322645],[166.28928956  77.33837509  99.49827471],[134.2309382  119.562943   111.95242193],[74.20934959 66.11217576 83.02714866],
1064,[195.97197087 130.21985797 146.38996715],[116.77674394 102.44453327  76.41719633],[204.17831755 195.98126687 181.88784816],[177.53222629  91.35857022  85.02814523],[86.93948139 78.89527308 64.98259653],
1065,[155.1555204  139.05229542 148.50393051],[209.87945586 188.7948791  174.59025676],[112.31349539  97.5847653   91.50555323],[41.61861862 37.53750136 36.54408625],[177.77972061 131.67184347 120.99432392],
1066,[72.83696735 67.43218945 66.45466552],[172.68421601 138.28047679 125.95218237],[177.71177927 168.80400667 166.24313126],[121.68503961 102.67329347  95.66679819],[208.79055302 187.20045572 167.62926469],
1067,[107.20812166 102.17362968  93.44562166],[150.68380621  86.67000036  73.28666159],[145.19188104 128.15990086 109.93814479],[66.08868366 57.13677256 52.70571365],[168.65338603 154.25280632 134.74174791],
1068,[60.29632095 53.82355447 53.29749228],[118.82295569  92.55759171  87.15811144],[ 83.45759438 109.70042917 125.88612585],[193.20907088 183.43825976 168.13784034],[157.41467596 142.56439061 113.64040965],
1069,[164.46375713 152.04792426 123.66988771],[213.41675168 147.2256843  102.15466948],[223.07519014 213.49573505 192.59560027],[110.31446161 102.70424916 107.00205215],[61.13049013 51.13844685 49.88582113],
1070,[203.37158366 172.60108561 156.23035901],[46.63704443 45.6627791  53.59992327],[110.54324832 125.81358739 129.71641459],[194.20107307 158.08929484 101.92354369],[214.89470871 201.7124402  181.03535347],
1071,[194.59427262 190.97930508 178.76231386],[149.78123628 144.62548059 136.66059234],[179.70626131  75.62217382  73.65733043],[124.41170399 114.39856543 106.97116865],[53.62645323 57.74205568 67.03152388],
1072,[123.64305414 122.75665458 125.37916396],[157.82360876 150.30124857 130.87303289],[104.40240352  99.81367141  88.18275679],[202.72307777 198.70928934 193.73822124],[180.73400815 170.95939147 166.00407283],
1073,[216.74366936 198.74113491 185.01012683],[46.64860665 44.44120999 44.11302186],[181.99626551 122.87559732 127.92583223],[124.7023691  129.09286172 145.02798239],[106.7756845  100.35208909 105.20987189],
1074,[194.71968401 116.98278059 121.46019149],[150.64451049 140.6634243  114.04746465],[73.48151593 60.00174378 52.92397117],[194.87910384 175.40387347 147.4041993 ],[207.68526861 189.63680996 161.79070448],
1075,[88.30667896 97.46759099 89.98539258],[62.13403516 60.96761195 58.32846421],[128.10629773 124.67202955 112.05899169],[191.82448394 184.28470708 155.52204172],[162.22882657 154.14605189 135.0999693 ],
1076,[ 69.02397841  86.45503803 112.84966702],[48.95450963 42.66284509 39.65654075],[210.53407498 191.20841207 167.46245047],[171.57469081 134.09328527  98.99397811],[114.4783162   85.96274142  67.44185307],
1077,[50.56954262 55.79516811 50.50480571],[62.01135599 85.18101286 73.49197741],[117.27611184 120.02477184 111.91742721],[177.64750817 160.03521242 133.92769608],[188.35932203 180.22481499 170.35810456],
1078,[57.26935871 49.92914056 54.43250561],[130.16575915  66.41838673  75.64754548],[118.13540337 111.11583723 114.78950801],[159.98623527 140.73832218 127.63575277],[205.95366807 198.93885436 186.78145681],
1079,[226.9125     215.89872807 194.00437135],[194.56910472 113.74100528 120.81856271],[130.17480033 122.79726161 119.81519152],[58.2244048  53.15106658 52.76219958],[199.96208442 163.49796769 149.30632621],
1080,[110.75552338 111.34423218 106.3083127 ],[164.51773425 150.44375821  86.5222634 ],[81.94761409 80.40060281 75.79576432],[141.36949184 136.29556836 128.92689283],[197.82254644 185.93994402 161.85070829],
1081,[198.61300883 138.62196553  95.10587436],[145.50099482 145.34759703 136.21333894],[ 91.66720173 101.96667866  98.73032962],[52.50959259 51.83848148 49.45848148],[205.53710979 193.36902636 165.46519649],
1082,[154.78993609 127.46090122  83.18907855],[72.50241866 85.79768573 94.33630786],[31.35890184 36.26280277 37.59374558],[171.34257734 169.21011044 154.08102996],[195.07540323 195.24821429 183.76860599],
1083,[ 89.1577876   99.88736507 123.56539529],[207.70106293 198.5367709  191.52355106],[189.28832452 153.16925028 153.35663869],[163.12687405  89.05061491  99.15511263],[58.18642004 51.49040037 49.41383751],
1084,[140.41509977  91.98060932  84.21426943],[78.6728663  77.33285644 73.00868278],[108.41471269 112.50528343  99.92750457],[164.2045044  151.85322574 138.82407965],[138.99478716 128.37041361 120.77049411],
1085,[212.48267712 208.23483126 196.42538296],[178.40600688 167.51873918 152.76251648],[56.37286082 51.25771114 49.60775405],[170.68533081 101.24192516 106.26705259],[114.55764201 115.93635924 115.22526582],
1086,[164.29035281  85.06826594  70.58236893],[194.892748   185.74876526 141.52935127],[193.39316032 141.46355152 100.3441575 ],[78.07349093 60.61762681 59.82515492],[131.63089931 135.19649048 123.29862733],
1087,[71.07739339 70.65646924 72.14508786],[185.56911426 179.84008926 163.81389138],[134.78207582  88.7296751   74.34401273],[131.01172146 139.98548111 130.98400148],[179.89888627 149.34989657 112.01443885],
1088,[111.56860632  74.21221264  65.1237069 ],[173.93399512 163.58598185 147.99547536],[142.6933782  132.12981501 119.61892523],[202.93883095 192.5693003  177.66527286],[187.12176371  84.35127871  74.63030159],
1089,[162.90327979  84.19733861  83.49694879],[182.69799234 167.03448276 154.30384674],[64.2784199  60.61637173 72.03223375],[222.77413288 210.67805536 196.08291177],[139.014355   126.25858562 117.62055073],
1090,[133.87774361  96.55713427  92.77181635],[43.26457619 41.17578282 43.52794976],[184.9055544  172.6770482  163.43660821],[87.86195619 54.35093727 55.15270644],[152.31249009 134.83025705 134.33307666],
1091,[167.68787165 158.42460313 124.53734197],[100.26261373  93.18899917  78.34987593],[191.13648902 183.24812185 151.91636342],[50.34756282 53.45655465 56.40846705],[135.86129051 129.46710121 102.4537072 ],
1092,[220.30010431 213.90144678 194.70640392],[195.01101611 184.6291735  168.48965578],[145.72942866 141.38462208 126.21722292],[177.82511975 166.70206706 148.40245113],[109.16350454 103.05610516  95.16655373],
1093,[145.59708489 138.51187666 132.42036282],[81.47797291 81.98923215 82.5340341 ],[133.82817121 115.79555842 112.70860892],[173.21860677 151.95899023 144.11533847],[187.65323035 172.24470064 162.81536814],
1094,[126.89895584 118.41936317 107.58812813],[69.76309741 65.49375816 52.28631496],[105.36220449  95.27649797  77.54852168],[188.8957541  169.92927286 145.84742011],[152.69067273 140.9274304  123.30558433],
1095,[117.04042818  83.7140205   89.19052792],[199.51539069 183.20678769 177.948382  ],[140.89037057 121.28928757 116.85618484],[75.54569717 57.60617107 60.39903658],[152.33912608  86.7950802  101.37248331],
1096,[145.16808661 126.87613957 118.76937269],[190.9159328  157.35692996 137.50765479],[99.94626455 94.26369956 85.65176606],[220.99028613 209.40673411 197.79706679],[70.19755833 63.75097345 59.40834968],
1097,[174.65586877 141.91255273 142.64137499],[213.63459959 201.41417967 190.14937078],[153.58952884 122.41911501 126.22026155],[191.77733797 164.07718652 160.04546863],[117.98485053  88.24103882  82.62775599],
1098,[138.12645959 123.4713612  122.92454058],[187.2626489  187.83280261 183.21014664],[99.63470645 94.90579558 91.9355278 ],[54.71038174 59.66080731 53.58972644],[221.84139911 218.96583905 209.01955591],
1099,[209.59374438 140.29080124 150.93716602],[209.40558243 201.09685195 184.83027516],[230.46443074 226.25030455 213.44298513],[77.98734361 72.28418679 71.29786151],[161.77969828 120.93517241 121.0200431 ],
1100,[139.59451938 129.6799384  128.20981836],[172.44884552 163.20540307 157.92262334],[113.08533698 103.51559952 101.91013837],[192.4733966  186.32090241 177.4519071 ],[156.62609211 143.81869024 141.72437566],
1101,[179.93806887  76.38429703  72.34955374],[56.44839459 52.49507001 51.48933942],[188.72622113 139.03022755 105.02782117],[217.21736922 213.56018283 200.35931945],[141.41074535  71.5497599   66.38431693],
1102,[153.01093661 142.50142539 133.02627896],[88.15616617 76.73169965 72.26706784],[126.02596482 115.34053557 106.93654502],[203.65659451 192.93903834 175.61684515],[62.15662236 56.25807563 52.9682485 ],
1103,[184.65625522 176.3942881  162.90546113],[134.75091139 102.61247554  97.01817031],[209.67177914 201.70115292 188.32711922],[98.75206054 70.14079125 65.98276637],[153.59433849 129.3356723  122.9620367 ],
1104,[118.84285838 104.71549402  96.03310836],[207.40909723 198.33243782 163.70018682],[87.70712285 83.49645209 78.66144789],[161.7056924  149.6891683  127.54220344],[67.04346141 51.78293522 50.24526382],
1105,[57.78061404 57.90773392 54.47567251],[210.18548252 198.13323077 185.15490909],[150.0982916  150.76914847 143.92701682],[99.52617873 99.16611842 90.91441494],[229.44589644 225.848798   212.30202125],
1106,[151.86439933 148.77299714 146.01993696],[63.91766655 64.88202691 59.32420926],[91.43339709 92.9643075  84.4186941 ],[114.95800555 110.7894956  119.72172605],[149.84764784 135.76794467  73.4365352 ],
1107,[219.15724217 206.4145584  184.83136243],[174.47742241  86.14734675 101.67332364],[192.85464241 118.77050572 124.5472248 ],[209.41797719 163.26620901 148.70714038],[79.58538865 71.84727116 82.267635  ],
1108,[173.87650314 142.33090899 131.45985338],[129.89018663 103.61649038  86.99228162],[78.08119324 65.0111764  59.36201394],[217.01031145 198.931802   177.67488594],[195.65930757 166.4346672  154.93857746],
1109,[138.68983167 126.82156331 113.03849803],[75.40334223 66.09145081 67.03889244],[215.24841551 208.47227822 184.31697085],[171.01022001 163.92845994 148.20416497],[151.07220162  77.80900124  65.18549913],
1110,[146.18546705 137.68581464 128.67791153],[59.33648228 54.62154185 52.87896654],[205.94096595 189.25612133 172.95113568],[114.57582806  96.37020841  88.83569036],[174.70264853 164.89057504 153.80124075],
1111,[197.04481319 185.174      176.34261538],[66.8478825  72.32329575 68.9479754 ],[163.84153807 151.44587203 142.38565743],[124.18374078 111.9089057  107.28511835],[221.89814423 210.26046518 204.54232066],
1112,[141.47095486 137.1880125  143.98193314],[77.72188223 60.27375479 64.86802729],[226.59686093 211.74078795 196.55104968],[172.45170943 165.43976711 171.4722226 ],[110.23230368 102.10988711  93.02262747],
1113,[226.04376887 218.3607252  203.97872021],[89.24815552 81.59093571 79.99660382],[162.00734807 151.92740268 141.0365195 ],[208.22362986 197.62596346 183.14291189],[137.70387691 129.2744895  126.18095816],
1114,[171.64507104 171.21366352 173.27748525],[126.89054828 107.90144231 117.75588175],[204.82713106 201.35139121 195.91775637],[159.33126051 143.41175726 147.55575842],[79.78218914 69.98016059 70.53460744],
1115,[151.63848261 149.42894557 154.52907047],[178.21964843 122.19542324  71.56718988],[187.65079582 162.55370358 150.75405879],[118.32415891 100.27566213  84.39749463],[204.53297256 195.62892192 165.57592952],
1116,[94.8321609  77.73423165 98.30658872],[208.37483039  88.43015161  96.21746505],[232.46233356 216.41155495 197.68921237],[194.59697733 163.75375315 139.21991604],[39.8703144  34.76833312 37.00260253],
1117,[118.45291136 128.91568226 102.05120454],[217.34120764 180.17775041 164.80926258],[70.99580855 52.18852901 65.91033101],[113.63343426  69.28768382  76.87316176],[140.9852648  142.03713396 113.39342679],
1118,[193.9480137  173.80438356 145.64938356],[121.53456748 104.14101246  84.46074734],[ 75.55316742 211.36199095 114.7081448 ],[48.09593852 36.83887011 33.6481638 ],[215.63246344 201.1080502  175.42661216],
